,Tag,Doin (mV),No.peak,DOmin (mV),DDO (mV),Sheet Name,Sample Name
1117,GGA15,320.18727,2200,260.50001,59.68726000000004,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1118,GGA15,322.37447,2678,264.99999,57.37447999999995,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1119,GGA15,315.96304,3149,258.1,57.863039999999955,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1120,GGA15-Zn15-Cr10-Ni15,314.6,3620,259.7,54.900000000000034,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1121,GGA15-Zn15-Cr10-Ni15,317.54468,4094,262.49999,55.04469,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1122,GGA15-Zn15-Cr10-Ni15,322.99783,4566,268.3,54.69783000000001,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1123,GGA15-Zn15-Cr10-Ni15,323.12766,5045,276.2,46.92766,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1124,GGA15-Zn15-Cr10-Ni15,325.0,5516,278.29999,46.70001000000002,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1125,GGA15-Zn15-Cr10-Ni15,316.45532,5993,269.10001,47.355309999999974,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1126,GGA15-Zn15-Cr10-Ni15,304.57447,6467,261.79999,42.77448000000004,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1127,GGA15-Zn15-Cr10-Ni15,297.91522,6944,260.6,37.315219999999954,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1128,GGA15-Zn15-Cr10-Ni15,294.71304,7412,257.2,37.51303999999999,U216-H6-VS2-10.10.2024,U216-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 10-Ni(II) 15mg-L-14102024-Q=50.08mL-phút-2
1129,GGA5,297.96418,301,225.70001,72.26417000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1130,GGA5,295.97941,776,221.8,74.17940999999996,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1131,GGA5,294.93571,1248,218.70001,76.23569999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1132,GGA5,294.93433,1720,217.4,77.53432999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1133,GGA5,292.73088,2194,214.9,77.83088000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1134,GGA5,290.56176,2666,208.8,81.76175999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1135,GGA5,290.40746,3139,207.6,82.80746000000002,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1136,GGA5,297.37059,3613,215.10001,82.27058,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1137,GGA5-Zn5-Cr5-Ni10,303.25294,4086,224.80001,78.45293000000004,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1138,GGA5-Zn5-Cr5-Ni10,311.14776,4562,244.20001,66.94775000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1139,GGA5-Zn5-Cr5-Ni10,319.11471,5034,252.5,66.61471,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1140,GGA5-Zn5-Cr5-Ni10,323.27761,5508,257.9,65.37761,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1141,GGA5-Zn5-Cr5-Ni10,326.27353,5981,261.79999,64.47354000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1142,GGA5-Zn5-Cr5-Ni10,328.52836,6456,262.80001,65.72835000000003,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.58mL-phút-1
1143,GGA10,323.26418,301,239.3,83.96418,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1144,GGA10,326.99265,775,242.9,84.09265000000002,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1145,GGA10,320.28823,1248,234.50001,85.78822,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1146,GGA10,318.77612,1722,233.2,85.57612,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1147,GGA10,319.15072,2194,229.0,90.15071999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1148,GGA10,323.88209,2668,233.3,90.58209,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1149,GGA10-Zn10-Cr10-Ni15,319.39853,3143,228.7,90.69853,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1150,GGA10-Zn10-Cr10-Ni15,316.57059,3615,232.70001,83.87057999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1151,GGA10-Zn10-Cr10-Ni15,318.86176,4090,240.89999,77.96177,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1152,GGA10-Zn10-Cr10-Ni15,323.83582,4562,246.2,77.63582000000002,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1153,GGA10-Zn10-Cr10-Ni15,329.74117,5036,251.1,78.64117000000002,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1154,GGA10-Zn10-Cr10-Ni15,333.38236,5511,254.5,78.88236,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1155,GGA10-Zn10-Cr10-Ni15,332.83824,5981,256.59999,76.23825,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1156,GGA10-Zn10-Cr10-Ni15,332.32687,6456,254.79999,77.52687999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1157,GGA10-Zn10-Cr10-Ni15,336.66765,6930,261.40001,75.26763999999997,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.24mL-phút-1
1158,GGA15,332.73088,301,261.99999,70.73088999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1159,GGA15,339.42794,769,263.50001,75.92793,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1160,GGA15,339.27463,1244,262.49999,76.77463999999998,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1161,GGA15,336.9597,1719,259.09999,77.85971,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1162,GGA15,332.50746,2192,255.2,77.30745999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1163,GGA15,333.20896,2666,256.39999,76.80896999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1164,GGA15,326.41642,3149,249.9,76.51642000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1165,GGA15,331.16618,3622,252.0,79.16618,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1166,GGA15-Zn15-Cr15-Ni10,332.41765,4099,256.3,76.11764999999997,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1167,GGA15-Zn15-Cr15-Ni10,337.34478,4572,261.3,76.04478,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1168,GGA15-Zn15-Cr15-Ni10,332.64412,5045,260.69999,71.94412999999997,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1169,GGA15-Zn15-Cr15-Ni10,338.96471,5517,265.19999,73.76472000000001,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1170,GGA15-Zn15-Cr15-Ni10,336.27612,5987,265.89999,70.37612999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1171,GGA15-Zn15-Cr15-Ni10,328.47015,6466,260.10001,68.37013999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1172,GGA15-Zn15-Cr15-Ni10,331.33971,6936,259.29999,72.03972000000005,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1173,GGA15-Zn15-Cr15-Ni10,320.82857,7409,255.29999,65.52858,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1174,GGA15-Zn15-Cr15-Ni10,317.38529,7882,253.4,63.98528999999999,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1175,GGA15-Zn15-Cr15-Ni10,311.68382,8361,247.70001,63.983810000000034,U217-H5-VS2-11.10.2024,U217-H5-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.2mL-phút-1
1176,GGA10,321.99259,301,260.19999,61.79259999999999,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1177,GGA10,320.48302,775,255.0,65.48302000000001,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1178,GGA10,322.07963,1249,254.40001,67.67962,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1179,GGA10,320.3537,1722,255.0,65.3537,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1180,GGA10,320.01887,2193,252.09999,67.91888,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1181,GGA10,326.85854,2667,259.60001,67.25853000000001,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1182,GGA10-Zn5-Cr5-Ni10,339.33846,3141,273.09999,66.23847,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1183,GGA10-Zn5-Cr5-Ni10,346.6,3615,289.79999,56.80001000000004,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1184,GGA10-Zn5-Cr5-Ni10,349.96923,4087,295.39999,54.56923999999998,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1185,GGA10-Zn5-Cr5-Ni10,351.56667,4561,300.39999,51.166679999999985,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1186,GGA10-Zn5-Cr5-Ni10,356.40769,5035,306.10001,50.307680000000005,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1187,GGA10-Zn5-Cr5-Ni10,355.61795,5510,305.09999,50.517960000000016,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-15102024-Q=50.42mL-phút-1
1188,GGA10,346.59636,301,283.49999,63.09636999999998,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1189,GGA10,350.47547,773,280.49999,69.97547999999995,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1190,GGA10,342.89615,1245,276.6,66.29614999999995,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1191,GGA10,339.31132,1715,272.39999,66.91133000000002,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1192,GGA10,342.39057,2190,278.29999,64.09058000000005,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1193,GGA10,345.72264,2665,278.4,67.32264000000004,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1194,GGA10-Zn10-Cr10-Ni15,345.02727,3140,280.49999,64.52727999999996,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1195,GGA10-Zn10-Cr10-Ni15,338.8434,3612,273.0,65.84339999999997,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1196,GGA10-Zn10-Cr10-Ni15,340.01887,4085,284.3,55.71886999999998,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1197,GGA10-Zn10-Cr10-Ni15,342.19057,4561,289.40001,52.79055999999997,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1198,GGA10-Zn10-Cr10-Ni15,346.83962,5037,289.9,56.93962000000005,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1199,GGA10-Zn10-Cr10-Ni15,346.88868,5508,288.8,58.08868000000001,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1200,GGA10-Zn10-Cr10-Ni15,342.30727,5982,288.19999,54.10728,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1201,GGA10-Zn10-Cr10-Ni15,341.98983,6452,291.1,50.88982999999996,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1202,GGA10-Zn10-Cr10-Ni15,343.1339,6927,295.6,47.53389999999996,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA10- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-15102024-Q=50.04mL-phút-2
1203,GGA15,333.79831,301,283.10001,50.69830000000002,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1204,GGA15,333.97797,774,283.6,50.377970000000005,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1205,GGA15,333.61695,1249,282.40001,51.216939999999965,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1206,GGA15,329.86271,1721,279.00001,50.86270000000002,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1207,GGA15,334.93051,2198,283.69999,51.23052000000001,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1208,GGA15-Zn15-Cr15-Ni10,331.79831,2669,281.50001,50.29830000000004,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1209,GGA15-Zn15-Cr15-Ni10,333.27705,3148,283.4,49.87705,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1210,GGA15-Zn15-Cr15-Ni10,326.63559,3616,282.3,44.33558999999997,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1211,GGA15-Zn15-Cr15-Ni10,330.45424,4090,284.59999,45.854250000000036,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1212,GGA15-Zn15-Cr15-Ni10,324.56949,4560,281.19999,43.36949999999996,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1213,GGA15-Zn15-Cr15-Ni10,321.37166,5035,278.10001,43.27165000000002,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1214,GGA15-Zn15-Cr15-Ni10,319.56441,5507,275.09999,44.46442000000002,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1215,GGA15-Zn15-Cr15-Ni10,309.96066,5982,269.80001,40.16065000000003,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1216,GGA15-Zn15-Cr15-Ni10,305.51017,6453,266.9,38.61017000000004,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1217,GGA15-Zn15-Cr15-Ni10,301.40339,6926,261.90001,39.50337999999999,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1218,GGA15-Zn15-Cr15-Ni10,297.75254,7402,260.89999,36.85255000000001,U218-H6-VS2-11.10.2024,U218-H6-VS2-GGA15- Zn(II) 15-Cr(VI) 15-Ni(II) 10mg-L-15102024-Q=50.15mL-phút-2
1219,GGA5,307.88983,301,238.7,69.18983000000003,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1220,GGA5,313.76949,775,242.40001,71.36948000000001,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1221,GGA5,318.26949,1250,243.2,75.06949000000003,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1222,GGA5,321.04915,1722,246.4,74.64914999999999,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1223,GGA5,321.59661,2195,247.70001,73.8966,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1224,GGA5-Zn5-Cr5-Ni10,329.21356,2667,261.40001,67.81354999999996,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1225,GGA5-Zn5-Cr5-Ni10,329.54918,3140,269.69999,59.849189999999965,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1226,GGA5-Zn5-Cr5-Ni10,331.52242,3613,274.10001,57.42241000000001,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1227,GGA5-Zn5-Cr5-Ni10,324.44746,4085,266.7,57.74745999999999,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1228,GGA5-Zn5-Cr5-Ni10,318.50678,4562,266.20001,52.30676999999997,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1229,GGA5-Zn5-Cr5-Ni10,311.91896,5034,260.19999,51.71897000000001,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1230,GGA5-Zn5-Cr5-Ni10,309.22034,5508,259.09999,50.12035000000003,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1231,GGA5-Zn5-Cr5-Ni10,314.65085,5981,261.20001,53.45083999999997,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA5- Zn(II) 5-Cr(VI) 5-Ni(II) 10mg-L-16102024-Q=50.5mL-phút-2
1232,GGA15,322.27931,301,260.89999,61.37932000000001,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA15- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-16102024-Q=50.72mL-phút-1
1233,GGA15,312.68448,777,250.7,61.98448000000002,U219-H5-VS2-14.10.2024,U219-H5-VS2-GGA15- Zn(II) 10-Cr(VI) 10-Ni(II) 15mg-L-16102024-Q=50.72mL-phút-1
