,Loại,Doin (mV),No.peak,DOmin (mV),DDO (mV),Tên sheet,Tên mẫu
172,BOD 10 - Zn(II) -15,280.62689,5467,274.19,6.436890000000005,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
173,BOD 10 - Zn(II) -15,279.14115,5942,272.78,6.361150000000009,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
174,BOD 10 - Zn(II) -15,281.95874,6411,276.32001,5.638729999999953,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
175,BOD 10 - Zn(II) -15,281.24456,6886,275.54001,5.704549999999983,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
176,BOD 10 - Zn(II) -15,280.53242,7360,275.0,5.532420000000002,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
177,BOD 10 - Zn(II) -15,279.63214,7834,273.73001,5.90213,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
178,BOD 10 - Zn(II) -15,278.87,8306,273.31,5.560000000000002,U5 - 17.04.2024,U5-BOD10-Zn(II) 15mg/L-19042024-Q=49.88mL/phút-1
179,GGA10,285.7942,301,279.87,5.92417,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
180,GGA10,285.6126,771,279.66,5.95261,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
181,GGA10,285.6871,1246,279.57,6.11709,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
182,GGA10,285.7242,1721,279.25,6.47417,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
183,GGA10,285.5017,2194,279.01,6.49167,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
184,GGA10,285.2783,2667,278.56,6.71834,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
185,GGA10-Zn(II)-15mg/L,284.8025,3139,278.28,6.5225,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
186,GGA10-Zn(II)-15mg/L,285.1154,3613,279.07,6.04542,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
187,GGA10-Zn(II)-15mg/L,284.8913,4088,279.23,5.66125,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
188,GGA10-Zn(II)-15mg/L,285.0274,4562,279.57,5.45739,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
189,GGA10-Zn(II)-15mg/L,285.0092,5034,279.5,5.50917,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
190,GGA10-Zn(II)-15mg/L,285.3013,5508,280.19,5.1113,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
191,GGA10-Zn(II)-15mg/L,285.4488,5984,280.01,5.43875,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
192,GGA10-Zn(II)-15mg/L,285.4963,6458,279.87,5.62625,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
193,GGA10-Zn(II)-15mg/L,285.7033,6929,280.14,5.56333,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
194,GGA10-Zn(II)-15mg/L,285.3439,7404,280.0,5.34391,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
195,GGA10-Zn(II)-15mg/L,285.1738,7878,279.87,5.30375,U6-VS1-18.04.2024,U6-VS1-GGA10-Zn(II) 15mg/L-22042024-Q=49.24mL/phút-2
196,GGA10,283.5096,301,264.67,18.83958,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
197,GGA10,283.5304,779,264.34,19.19043,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
198,GGA10,283.3875,1249,264.19,19.1975,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
199,GGA10,282.9357,1722,264.45,18.48565,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
200,GGA10,282.9179,2196,264.98,17.93792,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
201,GGA10,283.5563,2668,266.01,17.54625,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
202,GGA10-Cr(VI) 5mg/L,282.5387,3142,265.72,16.8187,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
203,GGA10-Cr(VI) 5mg/L,283.3904,3615,265.59,17.80044,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
204,GGA10-Cr(VI) 5mg/L,283.0638,4089,265.48,17.58375,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
205,GGA10-Cr(VI) 5mg/L,282.9325,4562,265.34,17.5925,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
206,GGA10-Cr(VI) 5mg/L,283.3088,5034,266.26,17.04875,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
207,GGA10-Cr(VI) 5mg/L,282.8696,5508,264.92,17.94958,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
208,GGA10-Cr(VI) 5mg/L,282.6948,5982,265.28,17.41478,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
209,GGA10-Cr(VI) 5mg/L,283.0196,6455,265.69,17.32958,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
210,GGA10-Cr(VI) 5mg/L,283.1513,6929,266.29,16.86125,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
211,GGA10-Cr(VI) 5mg/L,283.4596,7401,266.57,16.88957,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
212,GGA10-Cr(VI) 5mg/L,283.4604,7876,266.72,16.74042,U1-VS2-21062024,U1-VS2-GGA10-Cr(VI) 5mg/L-23042024-Q=49.43mL/phút-2
213,GGA10,288.135,301,278.03,10.105,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
214,GGA10,287.9143,773,277.91,10.00434,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
215,GGA10,287.7158,1247,277.48,10.23583,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
216,GGA10,287.5271,1721,276.67,10.85708,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
217,GGA10,287.4813,2193,276.19,11.29125,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
218,GGA10,287.2921,2667,274.73,12.56208,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
219,GGA10,284.2038,3142,273.22,10.98375,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
220,GGA10-Ni(II) 15mg/L,284.8808,3613,275.17,9.71084,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
221,GGA10-Ni(II) 15mg/L,284.7833,4091,276.89,7.89333,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
222,GGA10-Ni(II) 15mg/L,284.5008,4561,277.78,6.72083,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
223,GGA10-Ni(II) 15mg/L,284.3733,5039,277.73,6.64334,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
224,GGA10-Ni(II) 15mg/L,284.2717,5510,278.48,5.79174,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
225,GGA10-Ni(II) 15mg/L,284.2867,5982,279.35,4.93667,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
226,GGA10-Ni(II) 15mg/L,283.5578,6456,278.7,4.85782,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
227,GGA10-Ni(II) 15mg/L,283.6158,6928,278.95,4.66583,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
228,GGA10-Ni(II) 15mg/L,284.0675,7400,279.69,4.3775,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
229,GGA10-Ni(II) 15mg/L,283.9413,7872,280.06,3.88125,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
230,GGA10-Ni(II) 15mg/L,283.6725,8346,279.98,3.6925,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
231,GGA10-Ni(II) 15mg/L,283.6333,8819,280.2,3.43334,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
232,GGA10-Ni(II) 15mg/L,283.2513,9296,279.42,3.83125,U1-VS2-21062024,U1-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=50.20mL/phút-2
233,GGA10,283.5639,301,274.6,8.96391,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
234,GGA10,283.9048,774,274.79,9.11479,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
235,GGA10,283.7104,1247,274.35,9.36042,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
236,GGA10,283.8242,1719,274.32,9.50417,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
237,GGA10,283.4304,2194,273.67,9.76042,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
238,GGA10,283.4565,2666,273.75,9.70653,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
239,GGA10-Ni(II) 10mg/L,283.1154,3139,277.23,5.88541,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
240,GGA10-Ni(II) 10mg/L,283.2921,3612,278.01,5.28208,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
241,GGA10-Ni(II) 10mg/L,283.2413,4086,278.22,5.0213,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
242,GGA10-Ni(II) 10mg/L,283.0658,4560,278.04,5.02583,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
243,GGA10-Ni(II) 10mg/L,282.4758,5033,278.35,4.12583,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
244,GGA10-Ni(II) 10mg/L,282.3867,5507,278.28,4.10666,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
245,GGA10-Ni(II) 10mg/L,282.5342,5980,278.48,4.05417,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
246,GGA10-Ni(II) 10mg/L,282.5917,6454,278.56,4.03166,U8-VS1-23.04.2024,U8-VS1-GGA10-Ni(II) 10mg/L-24042024-Q=49.88mL/phút-2
247,GGA10,283.1413,301,268.48,14.66125,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
248,GGA10,282.7425,776,268.29,14.4525,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
249,GGA10,282.7933,1247,268.17,14.62333,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
250,GGA10,282.7257,1721,268.37,14.35565,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
251,GGA10,282.8425,2197,267.54,15.3025,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
252,GGA10,282.8092,2667,268.16,14.64916,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
253,GGA10,283.257,3141,272.95,10.30696,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
254,GGA10-Ni(II) 15mg/L,283.277,3614,276.23,7.04696,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
255,GGA10-Ni(II) 15mg/L,283.3113,4087,278.03,5.2813,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
256,GGA10-Ni(II) 15mg/L,283.717,4557,279.87,3.84696,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
257,GGA10-Ni(II) 15mg/L,283.5583,5030,280.42,3.13826,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
258,GGA10-Ni(II) 15mg/L,283.8261,5502,281.23,2.59608,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
259,GGA10-Ni(II) 15mg/L,283.7042,5978,281.32,2.38417,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
260,GGA10-Ni(II) 15mg/L,283.5865,6450,281.01,2.57652,U2-VS2-23.04.2024,U2-VS2-GGA10-Ni(II) 15mg/L-25042024-Q=49.34mL/phút-2
261,GGA10,284.4554,301,276.34,8.11542,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
262,GGA10,284.4967,774,276.2,8.29666,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
263,GGA10,284.2675,1247,276.39,7.8775,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
264,GGA10,283.7113,1720,275.89,7.82126,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
265,GGA10,283.5691,2195,275.63,7.93913,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
266,GGA10,283.3758,2669,275.44,7.93584,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
267,GGA10,283.9571,3142,276.14,7.81708,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
268,GGA10-Cr(VI) 10mg/L,284.0996,3618,276.23,7.86958,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
269,GGA10-Cr(VI) 10mg/L,284.163,4091,276.85,7.31304,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
270,GGA10-Cr(VI) 10mg/L,284.0821,4563,277.39,6.69208,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
271,GGA10-Cr(VI) 10mg/L,283.9092,5035,277.32,6.58917,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
272,GGA10-Cr(VI) 10mg/L,283.9092,5510,277.64,6.26917,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
273,GGA10-Cr(VI) 10mg/L,285.4822,5984,278.03,7.45217,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
274,GGA10-Cr(VI) 10mg/L,285.745,6457,278.45,7.295,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
275,GGA10-Cr(VI) 10mg/L,285.8029,6931,278.45,7.35291,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
276,GGA10-Cr(VI) 10mg/L,285.955,7401,279.64,6.315,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
277,GGA10-Cr(VI) 10mg/L,284.4075,7876,279.04,5.3675,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
278,GGA10-Cr(VI) 10mg/L,284.287,8349,279.23,5.05696,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
279,GGA10-Cr(VI) 10mg/L,283.6458,8824,278.42,5.22583,U9-VS1-24.04.2024,U9-VS1-GGA10-Cr(VI) 10mg/L-26042024-Q=50.34mL/phút-2
280,GGA10,282.96877,329,280.38,2.588770000000011,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
281,GGA10,283.03707,805,280.17,2.8670700000000124,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
282,GGA10,282.83228,1277,280.21,2.622280000000046,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
283,GGA10,282.70672,1752,279.89,2.816720000000032,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
284,GGA10,282.72421,2226,280.02,2.704210000000046,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
285,GGA10,282.65404,2698,280.02,2.6340400000000272,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
286,GGA10,283.39123,3173,280.75,2.6412300000000073,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
287,GGA10-Cr(VI) 10mg/L,283.43702,3649,281.02,2.4170200000000364,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
288,GGA10-Cr(VI) 10mg/L,283.38897,4121,280.73,2.658969999999954,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
289,GGA10-Cr(VI) 10mg/L,283.08965,4593,281.07,2.019650000000013,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
290,GGA10-Cr(VI) 10mg/L,282.87069,5068,280.75,2.1206900000000246,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
291,GGA10-Cr(VI) 10mg/L,282.81966,5540,281.0,1.819659999999999,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
292,GGA10-Cr(VI) 10mg/L,282.74328,6012,280.88,1.8632800000000316,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
293,GGA10-Cr(VI) 10mg/L,282.52155,6493,280.81,1.7115499999999884,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
294,GGA10-Cr(VI) 10mg/L,282.43948,6961,280.86,1.5794799999999896,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
295,GGA10-Cr(VI) 10mg/L,282.30649,7435,280.75,1.5564899999999966,U9-VS1-24.04.2024,U9-VS1-10-Ni-10mgL-29042024-Q=51.23mLphút-3
296,GGA10,281.18341,371,274.07999,7.103419999999971,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
297,GGA10,281.11639,846,274.39001,6.726380000000006,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
298,GGA10,281.04195,1317,274.39001,6.651939999999968,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
299,GGA10,281.09048,1791,273.87,7.220480000000009,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
300,GGA10,281.05217,2265,273.89001,7.162159999999972,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
301,GGA10-Ni(II) 5mg/L,280.97337,2737,273.76999,7.2033799999999815,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
302,GGA10-Ni(II) 5mg/L,280.96659,3210,274.75,6.2165899999999965,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
303,GGA10-Ni(II) 5mg/L,280.98207,3686,275.29001,5.692060000000026,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
304,GGA10-Ni(II) 5mg/L,281.03146,4157,275.5,5.531459999999981,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
305,GGA10-Ni(II) 5mg/L,280.99561,4630,275.75,5.245609999999999,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
306,GGA10-Ni(II) 5mg/L,280.91072,5105,275.75,5.160720000000026,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
307,GGA10-Ni(II) 5mg/L,280.89646,5578,275.84,5.0564600000000155,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
308,GGA10-Ni(II) 5mg/L,280.98085,6052,275.70999,5.270859999999971,U10-VS1-25.04.2024,U10-10-Ni(II)-5mgL-30042024-Q=50.12mLphút-2
309,GGA10,284.58067,413,277.47,7.1106699999999705,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
310,GGA10,284.33067,886,277.34,6.990670000000023,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
311,GGA10,284.41218,1359,277.22,7.192179999999951,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
312,GGA10,284.13867,1833,277.32001,6.818659999999966,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
313,GGA10,284.06266,2305,277.04999,7.012670000000014,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
314,GGA10,283.93045,2780,277.01001,6.920439999999985,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
315,GGA10,283.98045,3253,277.62,6.360450000000014,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
316,GGA10,284.17645,3726,277.64001,6.5364399999999705,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
317,GGA10,284.184,4200,277.76001,6.423990000000003,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
318,GGA10,284.07178,4672,277.76001,6.311769999999967,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
319,GGA10,283.82489,5146,277.76001,6.06487999999996,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
320,GGA10,283.93734,5619,277.95001,5.987329999999986,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
321,GGA10,283.59565,6093,277.98999,5.60566,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
322,GGA10-Cr(VI) 10mg/L,283.71956,6567,277.87,5.849559999999997,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
323,GGA10-Cr(VI) 10mg/L,283.50244,7040,277.76001,5.742429999999956,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
324,GGA10-Cr(VI) 10mg/L,283.68356,7513,277.89001,5.793549999999982,U10-VS1-25.04.2024,U10-10-Cr(VI)-10mgL-30042024-Q=51.67mLphút-3
325,GGA10,286.3821,301,274.25,12.13208,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
326,GGA10,286.2171,771,274.35,11.86708,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
327,GGA10,285.9517,1245,273.98,11.97167,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
328,GGA10,286.2287,1719,273.51,12.7187,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
329,GGA10,285.8304,2191,273.39,12.44042,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
330,GGA10,285.8738,2663,273.26,12.61375,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
331,GGA10,285.7133,3138,273.12,12.59333,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
332,GGA10-Ni(II) 5mg/L,285.1452,3611,274.44,10.70522,U3-VS2-26.04.2024,U3-VS2-GGA10-Ni(II) 5mg/L-01052024-Q=51.92mL/phút-3
